Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
DVD,"Dover Motorsports, Inc.",2.3169,$85.27M,1996,Consumer Services US,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/dvd
DOW,Dow Chemical Company (The),53.46,$59.95B,n/a,Basic Industries US,Major Chemicals,http://www.nasdaq.com/symbol/dow
DPS,"Dr Pepper Snapple Group, Inc",82.44,$15.15B,n/a,Consumer Non-Durables US,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/dps
RDY,Dr. Reddy&#39;s Laboratories Ltd,48.33,$8B,n/a,Health Care US,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdy
DRD,DRDGOLD Limited,4.1,$176.89M,n/a,Basic Industries US,Precious Metals,http://www.nasdaq.com/symbol/drd
DW,Drew Industries Incorporated,94.8,$2.33B,n/a,Capital Goods US,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dw
DHF,Dreyfus High Yield Strategies Fund,3.09,$224.46M,1998,n/a,n/a,http://www.nasdaq.com/symbol/dhf
DMB,"Dreyfus Municipal Bond Infrastructure Fund, Inc.",12.56,$230.88M,2013,n/a,n/a,http://www.nasdaq.com/symbol/dmb
DSM,"Dreyfus Strategic Municipal Bond Fund, Inc.",7.92,$388.96M,1989,n/a,n/a,http://www.nasdaq.com/symbol/dsm
LEO,"Dreyfus Strategic Municipals, Inc.",8.19,$506.55M,1987,n/a,n/a,http://www.nasdaq.com/symbol/leo
DRQ,"Dril-Quip, Inc.",51.95,$1.95B,1997,Energy US,Metal Fabrications,http://www.nasdaq.com/symbol/drq
DST,"DST Systems, Inc.",100.44,$3.21B,1995,Technology US,EDP Services,http://www.nasdaq.com/symbol/dst
DSW,DSW Inc.,25.07,$2.06B,2005,Consumer Services US,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dsw
DTE,DTE Energy US Company,91.38,$16.4B,n/a,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/dte
DTJ,DTE Energy US Company,22.78,n/a,2016,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/dtj
DTQ,DTE Energy US Company,24.2,n/a,n/a,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/dtq
DTV,DTE Energy US Company,50.47,n/a,2016,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/dtv
DTZ,DTE Energy US Company,24.99,n/a,2011,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/dtz
DCO,Ducommun Incorporated,26.25,$293.31M,n/a,Capital Goods US,Military/Government/Technical,http://www.nasdaq.com/symbol/dco
DPG,Duff & Phelps Global Utility Income Fund Inc.,14.44,$547.71M,2011,n/a,n/a,http://www.nasdaq.com/symbol/dpg
DSE,Duff & Phelps Select Energy US MLP Fund Inc.,7.21,$187.53M,2014,n/a,n/a,http://www.nasdaq.com/symbol/dse
DNP,"Duff & Phelps Utilities Income, Inc.",9.92,$2.8B,1987,n/a,n/a,http://www.nasdaq.com/symbol/dnp
DTF,"Duff & Phelps Utilities Tax-Free Income, Inc.",14.18,$120.8M,1991,n/a,n/a,http://www.nasdaq.com/symbol/dtf
DUC,"Duff & Phelps Utility & Corporate Bond Trust, Inc.",9.16,$251.85M,1993,n/a,n/a,http://www.nasdaq.com/symbol/duc
DUK,Duke Energy US Corporation,74.44,$51.28B,n/a,Public Utilities US,Power Generation,http://www.nasdaq.com/symbol/duk
DUKH,Duke Energy US Corporation,23.3,n/a,n/a,Public Utilities US,Power Generation,http://www.nasdaq.com/symbol/dukh
DRE,Duke Realty Corporation,23.65,$8.39B,n/a,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dre
DNB,Dun & Bradstreet Corporation (The),116.07,$4.27B,n/a,Finance US,Finance US: Consumer Services US,http://www.nasdaq.com/symbol/dnb
DFT,"Dupont Fabros Technology US, Inc.",39.48,$2.98B,2007,Finance US,Real Estate,http://www.nasdaq.com/symbol/dft
DFT^C,"Dupont Fabros Technology US, Inc.",25.6015,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dft^c
DHG,"DWS High Income Opportunities Fund, Inc.",13.84,$210.11M,2006,n/a,n/a,http://www.nasdaq.com/symbol/dhg
DY,"Dycom Industries, Inc.",89.6,$2.82B,n/a,Basic Industries US,Water Supply,http://www.nasdaq.com/symbol/dy
DLNG,Dynagas LNG Partners LP,13.87,$492.25M,n/a,Consumer Services US,Marine Transportation US,http://www.nasdaq.com/symbol/dlng
DLNG^A,Dynagas LNG Partners LP,24.9299,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlng^a
DYN,Dynegy Inc.,8.77,$1.03B,n/a,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/dyn
DYN.WS,Dynegy Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dyn.ws
DYN^A,Dynegy Inc.,33.87,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dyn^a
DYNC,Dynegy Inc.,64.01,n/a,2016,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/dync
DX,"Dynex Capital, Inc.",6.78,$333.24M,n/a,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dx
DX^A,"Dynex Capital, Inc.",24.61,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dx^a
DX^B,"Dynex Capital, Inc.",23,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dx^b
DD,E.I. du Pont de Nemours and Company,69.07,$60.05B,n/a,Basic Industries US,Major Chemicals,http://www.nasdaq.com/symbol/dd
DD^A,E.I. du Pont de Nemours and Company,89.4495,n/a,n/a,Basic Industries US,Major Chemicals,http://www.nasdaq.com/symbol/dd^a
DD^B,E.I. du Pont de Nemours and Company,98,n/a,n/a,Basic Industries US,Major Chemicals,http://www.nasdaq.com/symbol/dd^b
ELF,"e.l.f. Beauty, Inc.",29.37,$1.33B,2016,Consumer Non-Durables US,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/elf
SSP,E.W. Scripps Company (The),15.83,$1.31B,n/a,Consumer Services US,Broadcasting,http://www.nasdaq.com/symbol/ssp
EGIF,Eagle Growth and Income Opportunities Fund,15.69,$112.67M,2015,n/a,n/a,http://www.nasdaq.com/symbol/egif
EXP,Eagle Materials Inc,96.02,$4.63B,n/a,Capital Goods US,Building Materials,http://www.nasdaq.com/symbol/exp
ECC           ,Eagle Point Credit Company Inc.,16.87,$255.2M,2014,n/a,n/a,http://www.nasdaq.com/symbol/ecc
ECCA,Eagle Point Credit Company Inc.,25.681,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/ecca
ECCB,Eagle Point Credit Company Inc.,25.9239,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/eccb
ECCZ,Eagle Point Credit Company Inc.,25.5789,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/eccz
DEA,"Easterly Government Properties, Inc.",18.85,$666.82M,2015,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dea
EGP,"EastGroup Properties, Inc.",65.53,$2.16B,n/a,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/egp
EMN,Eastman Chemical Company,74.25,$10.9B,n/a,Basic Industries US,Major Chemicals,http://www.nasdaq.com/symbol/emn
KODK,Eastman Kodak Company,15.5,$656.56M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/kodk
KODK.WS,Eastman Kodak Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kodk.ws
KODK.WS.A,Eastman Kodak Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kodk.ws.a
ETN,"Eaton Corporation, PLC",67.06,$30.29B,n/a,Technology US,Industrial Machinery/Components,http://www.nasdaq.com/symbol/etn
ETV,Eaton Vance Corporation,14.45,$923.14M,2005,n/a,n/a,http://www.nasdaq.com/symbol/etv
ETW,Eaton Vance Corporation,10.41,$1.11B,2005,n/a,n/a,http://www.nasdaq.com/symbol/etw
EV,Eaton Vance Corporation,40.43,$4.57B,n/a,Finance US,Investment Managers,http://www.nasdaq.com/symbol/ev
EOI,Eaton Vance Enhance Equity Income Fund,11.98,$469.29M,2004,n/a,n/a,http://www.nasdaq.com/symbol/eoi
EOS,Eaton Vance Enhanced Equity Income Fund II,12.86,$612.84M,2005,n/a,n/a,http://www.nasdaq.com/symbol/eos
EFT,Eaton Vance Floating Rate Income Trust,14.74,$587.59M,2004,n/a,n/a,http://www.nasdaq.com/symbol/eft
EFF,Eaton vance Floating-Rate Income Plus Fund,15.93,$121.17M,2013,n/a,n/a,http://www.nasdaq.com/symbol/eff
EHT,Eaton Vance High Income 2021 Target Term Trust,9.94,$188.86M,2016,n/a,n/a,http://www.nasdaq.com/symbol/eht
ETX           ,Eaton Vance Municipal Income 2028 Term Trust,18.9,$204.74M,2013,n/a,n/a,http://www.nasdaq.com/symbol/etx
EOT,Eaton Vance Municipal Income Trust,20.91,$318.09M,2009,n/a,n/a,http://www.nasdaq.com/symbol/eot
EVN,Eaton Vance Municipal Income Trust,12.25,$291.32M,1999,n/a,n/a,http://www.nasdaq.com/symbol/evn
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,8.68,$552.63M,2007,n/a,n/a,http://www.nasdaq.com/symbol/etj
EFR,Eaton Vance Senior Floating-Rate Fund,14.17,$522.04M,2003,n/a,n/a,http://www.nasdaq.com/symbol/efr
EVF,Eaton Vance Senior Income Trust,6.44,$243.86M,1998,n/a,n/a,http://www.nasdaq.com/symbol/evf
EVG,Eaton Vance Short Diversified Income Fund,13,$232.45M,2005,n/a,n/a,http://www.nasdaq.com/symbol/evg
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,19.81,$1.44B,2003,n/a,n/a,http://www.nasdaq.com/symbol/evt
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,20.1,$291.94M,2004,n/a,n/a,http://www.nasdaq.com/symbol/eto
EXD,Eaton Vance Tax-Advantaged Bond,11.53,$112.21M,2010,n/a,n/a,http://www.nasdaq.com/symbol/exd
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,13.89,$1.06B,2004,n/a,n/a,http://www.nasdaq.com/symbol/etg
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,16.82,$415.37M,2005,n/a,n/a,http://www.nasdaq.com/symbol/etb
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,10.08,$1.51B,2006,n/a,n/a,http://www.nasdaq.com/symbol/ety
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,8.05,$2.43B,2007,n/a,n/a,http://www.nasdaq.com/symbol/exg
ECT,ECA Marcellus Trust I,2.15,$37.85M,2010,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/ect
ECR,Eclipse Resources Corporation,2.57,$669.72M,2014,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/ecr
ECL,Ecolab Inc.,113.98,$33.23B,n/a,Basic Industries US,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ecl
EC,Ecopetrol S.A.,7.99,$16.43B,n/a,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/ec
EIX,Edison International,68.34,$22.27B,n/a,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/eix
EDR,Education Realty Trust Inc.,40.72,$2.98B,2005,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/edr
EW,Edwards Lifesciences Corporation,86.59,$18.51B,n/a,Health Care US,Industrial Specialties,http://www.nasdaq.com/symbol/ew
EHIC,eHi Car Services Limited,10.04,$696.75M,2014,Consumer Services US,Rental/Leasing Companies,http://www.nasdaq.com/symbol/ehic
EP^C,El Paso Corporation,49.59,n/a,n/a,Public Utilities US,Natural Gas Distribution,http://www.nasdaq.com/symbol/ep^c
EE,El Paso Electric Company,45,$1.82B,n/a,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/ee
EGO,Eldorado Gold Corporation,2.6,$1.86B,n/a,Basic Industries US,Precious Metals,http://www.nasdaq.com/symbol/ego
LLY,Eli Lilly and Company,77.02,$85.03B,n/a,Health Care US,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lly
ELLI,"Ellie Mae, Inc.",84.93,$2.85B,2011,Technology US,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/elli
EFC,Ellington Financial LLC,15.94,$518.49M,2010,Finance US,Real Estate,http://www.nasdaq.com/symbol/efc
EARN,Ellington Residential Mortgage REIT,12.41,$113.27M,2013,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/earn
AKO.A,Embotelladora Andina S.A.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ako.a
AKO.B,Embotelladora Andina S.A.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ako.b
ERJ,Embraer-Empresa Brasileira de Aeronautica,20.72,$3.81B,2000,Capital Goods US,Aerospace,http://www.nasdaq.com/symbol/erj
EME,"EMCOR Group, Inc.",70.06,$4.25B,n/a,Capital Goods US,Engineering & Construction,http://www.nasdaq.com/symbol/eme
EMES,Emerge Energy US Services LP,11.01,$266.15M,2013,Basic Industries US,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/emes
EBS,"Emergent Biosolutions, Inc.",31.4,$1.27B,2006,Health Care US,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ebs
EMG,"Emergent Capital, Inc.",2.36,$66.72M,2011,Finance US,Life Insurance,http://www.nasdaq.com/symbol/emg
EMR,Emerson Electric Company,55.51,$35.72B,n/a,Energy US,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/emr
EDE,Empire District Electric Company (The),34.43,$1.52B,n/a,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/ede
ESRT,"Empire State Realty Trust, Inc.",20,$6.17B,2013,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/esrt
EIG,Employers Holdings Inc,33.25,$1.07B,2007,Finance US,Property-Casualty Insurers,http://www.nasdaq.com/symbol/eig
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),25.02,$1.13B,2007,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/edn
ENBL,"Enable Midstream Partners, LP",16.14,$6.82B,2014,Public Utilities US,Natural Gas Distribution,http://www.nasdaq.com/symbol/enbl
EEQ,Enbridge Energy US Management LLC,23.22,$1.9B,2002,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/eeq
EEP,"Enbridge Energy US, L.P.",22.55,$9.79B,n/a,Energy US,Natural Gas Distribution,http://www.nasdaq.com/symbol/eep
ENB,Enbridge Inc,39.94,$37.48B,n/a,Energy US,Natural Gas Distribution,http://www.nasdaq.com/symbol/enb
ECA,Encana Corporation,10.49,$10.21B,n/a,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/eca
EXK,Endeavour Silver Corporation,3.8,$478.35M,n/a,Basic Industries US,Precious Metals,http://www.nasdaq.com/symbol/exk
EOCA,Endesa Americas S.A.,12.71,$3.47B,2016,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/eoca
GI,"EndoChoice Holdings, Inc.",8,$208.73M,2015,Health Care US,Medical/Dental Instruments,http://www.nasdaq.com/symbol/gi
ENH,Endurance Specialty Holdings Ltd,92.34,$6.24B,2003,Finance US,Property-Casualty Insurers,http://www.nasdaq.com/symbol/enh
ENH^C,Endurance Specialty Holdings Ltd,25.19,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/enh^c
NDRO,Enduro Royalty Trust,3.35,$110.55M,2011,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/ndro
ENIC,Enel Chile S.A.,4.55,$4.47B,2016,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/enic
EOCC,Enel Generacion Chile S.A.,18.87,$5.16B,n/a,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/eocc
EGN,Energen Corporation,54.92,$5.33B,n/a,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/egn
ENR,"Energizer Holdings, Inc.",43.84,$2.71B,2015,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/enr
EPC,"Energizer Holdings, Inc.",81.75,$4.82B,n/a,Consumer Non-Durables US,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/epc
ETE,"Energy US Transfer Equity, L.P.",16.83,$17.62B,2006,Public Utilities US,Natural Gas Distribution,http://www.nasdaq.com/symbol/ete
ETP,Energy US TRANSFER PARTNERS,38.68,$20.99B,n/a,Public Utilities US,Natural Gas Distribution,http://www.nasdaq.com/symbol/etp
ERF,Enerplus Corporation,6.73,$1.62B,n/a,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/erf
ENIA,Enersis Americas S.A.,7.7,$7.56B,n/a,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/enia
ENS,Enersys,78.01,$3.39B,2004,Consumer Non-Durables US,Telecommunications Equipment,http://www.nasdaq.com/symbol/ens
EGL,"Engility Holdings, Inc.",37.27,$1.37B,2015,Consumer Services US,Military/Government/Technical,http://www.nasdaq.com/symbol/egl
E,ENI S.p.A.,26.38,$47.93B,n/a,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/e
ENLK,"EnLink Midstream Partners, LP",16.77,$5.7B,n/a,Public Utilities US,Natural Gas Distribution,http://www.nasdaq.com/symbol/enlk
ENLC,"EnLink Midstream, LLC",16.1,$2.9B,n/a,Public Utilities US,Natural Gas Distribution,http://www.nasdaq.com/symbol/enlc
EBF,"Ennis, Inc.",16.15,$419.26M,n/a,Consumer Services US,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/ebf
ENVA,"Enova International, Inc.",11.5,$381.97M,2014,Finance US,Finance US: Consumer Services US,http://www.nasdaq.com/symbol/enva
NPO,EnPro Industries,60.21,$1.29B,n/a,Basic Industries US,Metal Fabrications,http://www.nasdaq.com/symbol/npo
ESV,ENSCO plc,8.3,$2.52B,n/a,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/esv
ETM,Entercom Communications Corporation,14.4,$584.79M,1999,Consumer Services US,Broadcasting,http://www.nasdaq.com/symbol/etm
EAB,"Entergy Arkansas, Inc.",23.04,n/a,n/a,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/eab
EAE,"Entergy Arkansas, Inc.",22.46,n/a,2013,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/eae
EAI,"Entergy Arkansas, Inc.",21.41,n/a,2016,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/eai
ETR,Entergy Corporation,68.03,$12.19B,n/a,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/etr
ELC,"Entergy Louisiana, Inc.",21.83,n/a,2016,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/elc
ELJ,"Entergy Louisiana, Inc.",23.34,n/a,n/a,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/elj
ELU,"Entergy Louisiana, Inc.",22.2918,n/a,n/a,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/elu
EMP,"Entergy Mississippi, Inc.",21.59,n/a,2016,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/emp
ENJ,"Entergy New Orleans, Inc.",23,n/a,n/a,Public Utilities US,Power Generation,http://www.nasdaq.com/symbol/enj
ENO,"Entergy New Orleans, Inc.",23.5196,n/a,2016,Public Utilities US,Power Generation,http://www.nasdaq.com/symbol/eno
EZT,Entergy Texas Inc,24.97,n/a,2014,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/ezt
EPD,Enterprise Products Partners L.P.,25.26,$53.15B,n/a,Public Utilities US,Natural Gas Distribution,http://www.nasdaq.com/symbol/epd
EVC,Entravision Communications Corporation,6.6,$591.9M,2000,Consumer Services US,Broadcasting,http://www.nasdaq.com/symbol/evc
ENV,"Envestnet, Inc",35.8,$1.54B,2010,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/env
EVHC,"Envision Healthcare Holdings, Inc.",21.1,$3.95B,2013,Health Care US,Hospital/Nursing Management,http://www.nasdaq.com/symbol/evhc
EVA,"Enviva Partners, LP",25.3,$633.92M,2015,Basic Industries US,Forest Products,http://www.nasdaq.com/symbol/eva
ENZ,"Enzo Biochem, Inc.",6.95,$321.56M,n/a,Health Care US,Medical Specialities,http://www.nasdaq.com/symbol/enz
EOG,"EOG Resources, Inc.",92.68,$53.43B,n/a,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/eog
EPE,EP Energy US Corporation,3.72,$939.1M,2014,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/epe
EPAM,"EPAM Systems, Inc.",61.95,$3.16B,2012,Technology US,EDP Services,http://www.nasdaq.com/symbol/epam
EPR,EPR Properties,68.58,$4.36B,1997,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/epr
EPR^C,EPR Properties,27.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/epr^c
EPR^E,EPR Properties,34.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/epr^e
EPR^F,EPR Properties,25.14,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/epr^f
EQT,EQT Corporation,67.41,$11.65B,n/a,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/eqt
EQGP,"EQT GP Holdings, LP",22.7,$6.04B,2015,Public Utilities US,Natural Gas Distribution,http://www.nasdaq.com/symbol/eqgp
EQM,"EQT Midstream Partners, LP",74.52,$6B,2012,Public Utilities US,Natural Gas Distribution,http://www.nasdaq.com/symbol/eqm
EFX,"Equifax, Inc.",115.14,$13.79B,n/a,Finance US,Finance US: Consumer Services US,http://www.nasdaq.com/symbol/efx
EQC,Equity Commonwealth,29.09,$3.65B,n/a,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqc
EQC^D,Equity Commonwealth,25.85,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eqc^d
EQCO,Equity Commonwealth,23.45,n/a,2012,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqco
ELS,"Equity Lifestyle Properties, Inc.",68.94,$5.88B,n/a,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/els
ELS^C,"Equity Lifestyle Properties, Inc.",25.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/els^c
EQY,"Equity One, Inc.",27.87,$4.05B,n/a,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqy
EQR,Equity Residential,61,$22.31B,n/a,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqr
EQS,"Equus Total Return, Inc.",1.87,$23.7M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eqs
ERA,"Era Group, Inc.",10.6,$221.97M,n/a,Transportation US,Transportation US Services,http://www.nasdaq.com/symbol/era
EROS,Eros International PLC,15.45,$894.74M,2013,Consumer Services US,Movies/Entertainment,http://www.nasdaq.com/symbol/eros
ESE,ESCO Technologies Inc.,50.55,$1.3B,n/a,Consumer Durables US,Telecommunications Equipment,http://www.nasdaq.com/symbol/ese
ESNT,Essent Group Ltd.,28.28,$2.63B,2013,Finance US,Property-Casualty Insurers,http://www.nasdaq.com/symbol/esnt
ESS,"Essex Property Trust, Inc.",220.17,$14.42B,1994,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ess
EL,"Estee Lauder Companies, Inc. (The)",77.6,$28.44B,1995,Consumer Non-Durables US,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/el
ESL,Esterline Technologies Corporation,83.8,$2.46B,n/a,Capital Goods US,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esl
ETH,Ethan Allen Interiors Inc.,34.4,$951.18M,1993,Consumer Durables US,Home Furnishings,http://www.nasdaq.com/symbol/eth
EURN,Euronav NV,7.25,$1.15B,2015,Transportation US,Marine Transportation US,http://www.nasdaq.com/symbol/eurn
